Project_ID,p_base,p_new,delta
PJT_311,0.619229926869587,0.61883046200646,-0.00039946486312703033
PJT_924,0.618097804054992,0.6176989992670522,-0.00039880478793985485
PJT_350,0.6121718586406418,0.6117483918345541,-0.00042346680608773557
PJT_667,0.6108266765553659,0.6103698845444683,-0.0004567920108976553
PJT_689,0.6105385883166582,0.6102290905933352,-0.0003094977233230045
